2932,-3953,144,78,971,-210,4234,3511,-2307
2949,-3990,202,43,965,-228,4185,3570,-2193
3840,-4800,475,-223,863,-324,4108,4439,-2191
3974,-4953,535,-237,835,-332,4094,4629,-2337
4023,-5014,542,-253,806,-342,4066,4754,-2343
4007,-5086,528,-273,769,-342,3969,4844,-2364
4023,-5014,542,-253,806,-342,4066,4754,-2343
4007,-5086,528,-273,769,-342,3969,4844,-2364
4149,-5953,1251,-160,623,-285,4281,4967,-2417
4072,-6230,1447,-111,609,-286,4381,5038,-2488
4085,-6511,1593,-82,590,-284,4410,5099,-2505
4118,-6803,1762,-44,547,-277,4381,5146,-2493
4149,-5953,1251,-160,623,-285,4281,4967,-2417
4072,-6230,1447,-111,609,-286,4381,5038,-2488
4085,-6511,1593,-82,590,-284,4410,5099,-2505
4118,-6803,1762,-44,547,-277,4381,5146,-2493
4577,-8833,4239,694,20,5,4538,6779,-3182
4924,-8958,4596,727,25,23,4777,6863,-3036
5049,-9121,4859,768,29,49,4985,6907,-2708
5201,-9239,5139,791,34,58,5033,6996,-2466
5099,-9284,5496,795,21,87,5082,7123,-2238
4788,-9250,5762,784,11,104,5248,7404,-2000
4984,-9171,6065,750,-11,129,5184,7564,-1685
4948,-9226,6158,691,-64,159,5181,7534,-1443
4890,-9296,6172,619,-97,180,5418,8400,-1487
4910,-9391,6132,513,-174,197,5275,9011,-1164
4085,-6511,1593,-82,590,-284,4410,5099,-2505
4118,-6803,1762,-44,547,-277,4381,5146,-2493
4577,-8833,4239,694,20,5,4538,6779,-3182
4924,-8958,4596,727,25,23,4777,6863,-3036
5049,-9121,4859,768,29,49,4985,6907,-2708
5201,-9239,5139,791,34,58,5033,6996,-2466
5099,-9284,5496,795,21,87,5082,7123,-2238
4788,-9250,5762,784,11,104,5248,7404,-2000
4984,-9171,6065,750,-11,129,5184,7564,-1685
4948,-9226,6158,691,-64,159,5181,7534,-1443
4890,-9296,6172,619,-97,180,5418,8400,-1487
4910,-9391,6132,513,-174,197,5275,9011,-1164
4918,-12334,9154,-762,-466,377,6939,13088,5159
5060,-12527,9363,-662,-412,375,7009,13215,5224
5216,-12584,9499,-532,-345,364,7099,13441,5265
5228,-12502,9641,-467,-320,348,7180,13570,5297
5257,-12418,9758,-400,-243,323,7308,13635,5426
5314,-12222,9878,-371,-211,300,7452,13654,5551
5417,-12187,9890,-367,-189,269,7602,13688,5655
4918,-12334,9154,-762,-466,377,6939,13088,5159
5060,-12527,9363,-662,-412,375,7009,13215,5224
5216,-12584,9499,-532,-345,364,7099,13441,5265
5228,-12502,9641,-467,-320,348,7180,13570,5297
5257,-12418,9758,-400,-243,323,7308,13635,5426
5314,-12222,9878,-371,-211,300,7452,13654,5551
5417,-12187,9890,-367,-189,269,7602,13688,5655
808,-6829,14091,-271,-142,-135,5302,6741,10912
771,-6779,13883,-324,-150,-108,5370,6655,10922
733,-6815,13537,-363,-174,-74,5462,6502,10872
733,-6834,13296,-386,-189,-43,5539,6380,10827
675,-6785,13023,-413,-218,-11,5612,6206,10810
595,-6686,12869,-457,-250,26,5617,6090,10866
499,-6430,12731,-471,-281,54,5581,5986,10935
479,-6241,12669,-490,-305,96,5582,5749,10948
530,-6022,12671,-489,-323,123,5569,5444,10976
608,-5712,12705,-495,-340,148,5629,5164,10847
702,-5522,12788,-484,-358,180,5663,5087,10762
720,-5315,12928,-456,-365,204,5686,5089,10661
5216,-12584,9499,-532,-345,364,7099,13441,5265
5228,-12502,9641,-467,-320,348,7180,13570,5297
5257,-12418,9758,-400,-243,323,7308,13635,5426
5314,-12222,9878,-371,-211,300,7452,13654,5551
5417,-12187,9890,-367,-189,269,7602,13688,5655
808,-6829,14091,-271,-142,-135,5302,6741,10912
771,-6779,13883,-324,-150,-108,5370,6655,10922
733,-6815,13537,-363,-174,-74,5462,6502,10872
733,-6834,13296,-386,-189,-43,5539,6380,10827
675,-6785,13023,-413,-218,-11,5612,6206,10810
595,-6686,12869,-457,-250,26,5617,6090,10866
499,-6430,12731,-471,-281,54,5581,5986,10935
479,-6241,12669,-490,-305,96,5582,5749,10948
530,-6022,12671,-489,-323,123,5569,5444,10976
608,-5712,12705,-495,-340,148,5629,5164,10847
702,-5522,12788,-484,-358,180,5663,5087,10762
720,-5315,12928,-456,-365,204,5686,5089,10661
568,1709,9493,-281,-390,295,5152,-182,6734
436,1858,9341,-323,-381,307,5215,-302,6594
5257,-12418,9758,-400,-243,323,7308,13635,5426
5314,-12222,9878,-371,-211,300,7452,13654,5551
5417,-12187,9890,-367,-189,269,7602,13688,5655
808,-6829,14091,-271,-142,-135,5302,6741,10912
771,-6779,13883,-324,-150,-108,5370,6655,10922
733,-6815,13537,-363,-174,-74,5462,6502,10872
733,-6834,13296,-386,-189,-43,5539,6380,10827
675,-6785,13023,-413,-218,-11,5612,6206,10810
595,-6686,12869,-457,-250,26,5617,6090,10866
499,-6430,12731,-471,-281,54,5581,5986,10935
479,-6241,12669,-490,-305,96,5582,5749,10948
530,-6022,12671,-489,-323,123,5569,5444,10976
608,-5712,12705,-495,-340,148,5629,5164,10847
702,-5522,12788,-484,-358,180,5663,5087,10762
720,-5315,12928,-456,-365,204,5686,5089,10661
568,1709,9493,-281,-390,295,5152,-182,6734
436,1858,9341,-323,-381,307,5215,-302,6594
442,1789,4750,-304,-105,-15,4487,-1539,1867
496,1816,4603,-298,-96,-23,4433,-1432,1811
5417,-12187,9890,-367,-189,269,7602,13688,5655
808,-6829,14091,-271,-142,-135,5302,6741,10912
771,-6779,13883,-324,-150,-108,5370,6655,10922
733,-6815,13537,-363,-174,-74,5462,6502,10872
733,-6834,13296,-386,-189,-43,5539,6380,10827
675,-6785,13023,-413,-218,-11,5612,6206,10810
595,-6686,12869,-457,-250,26,5617,6090,10866
499,-6430,12731,-471,-281,54,5581,5986,10935
479,-6241,12669,-490,-305,96,5582,5749,10948
530,-6022,12671,-489,-323,123,5569,5444,10976
608,-5712,12705,-495,-340,148,5629,5164,10847
702,-5522,12788,-484,-358,180,5663,5087,10762
720,-5315,12928,-456,-365,204,5686,5089,10661
568,1709,9493,-281,-390,295,5152,-182,6734
436,1858,9341,-323,-381,307,5215,-302,6594
442,1789,4750,-304,-105,-15,4487,-1539,1867
496,1816,4603,-298,-96,-23,4433,-1432,1811
3717,-678,988,180,590,62,3296,87,-2456
3806,-746,1007,159,591,58,3246,105,-2470
771,-6779,13883,-324,-150,-108,5370,6655,10922
733,-6815,13537,-363,-174,-74,5462,6502,10872
733,-6834,13296,-386,-189,-43,5539,6380,10827
675,-6785,13023,-413,-218,-11,5612,6206,10810
595,-6686,12869,-457,-250,26,5617,6090,10866
499,-6430,12731,-471,-281,54,5581,5986,10935
479,-6241,12669,-490,-305,96,5582,5749,10948
530,-6022,12671,-489,-323,123,5569,5444,10976
608,-5712,12705,-495,-340,148,5629,5164,10847
702,-5522,12788,-484,-358,180,5663,5087,10762
720,-5315,12928,-456,-365,204,5686,5089,10661
568,1709,9493,-281,-390,295,5152,-182,6734
436,1858,9341,-323,-381,307,5215,-302,6594
442,1789,4750,-304,-105,-15,4487,-1539,1867
496,1816,4603,-298,-96,-23,4433,-1432,1811
3717,-678,988,180,590,62,3296,87,-2456
3806,-746,1007,159,591,58,3246,105,-2470
4390,-5600,2600,-483,657,-71,4604,2865,-1820
4310,-5807,2728,-485,601,-44,4555,2947,-1844
436,1858,9341,-323,-381,307,5215,-302,6594
442,1789,4750,-304,-105,-15,4487,-1539,1867
496,1816,4603,-298,-96,-23,4433,-1432,1811
3717,-678,988,180,590,62,3296,87,-2456
3806,-746,1007,159,591,58,3246,105,-2470
4390,-5600,2600,-483,657,-71,4604,2865,-1820
4310,-5807,2728,-485,601,-44,4555,2947,-1844
5447,-8803,5876,-195,-106,117,4732,8171,1611
5284,-9076,5761,-242,-131,115,5165,8557,1621
5183,-9372,5695,-299,-147,118,5798,8679,1663
5138,-9873,5638,-341,-167,121,6194,9009,1736
5078,-10216,5710,-381,-189,127,6288,9134,2197
4904,-10646,5914,-448,-223,134,6224,9068,2867
4775,-10953,6181,-504,-257,144,6282,9136,3115
4619,-11056,6526,-601,-303,152,6263,9264,3377
4489,-11096,6979,-672,-332,159,6250,9581,3439
4577,-10945,7329,-730,-367,155,6464,10014,3291
4755,-10862,7724,-800,-402,158,6797,10748,3078
5167,-10919,8042,-852,-443,157,6882,11188,3213
496,1816,4603,-298,-96,-23,4433,-1432,1811
3717,-678,988,180,590,62,3296,87,-2456
3806,-746,1007,159,591,58,3246,105,-2470
4390,-5600,2600,-483,657,-71,4604,2865,-1820
4310,-5807,2728,-485,601,-44,4555,2947,-1844
5447,-8803,5876,-195,-106,117,4732,8171,1611
5284,-9076,5761,-242,-131,115,5165,8557,1621
5183,-9372,5695,-299,-147,118,5798,8679,1663
5138,-9873,5638,-341,-167,121,6194,9009,1736
5078,-10216,5710,-381,-189,127,6288,9134,2197
4904,-10646,5914,-448,-223,134,6224,9068,2867
4775,-10953,6181,-504,-257,144,6282,9136,3115
4619,-11056,6526,-601,-303,152,6263,9264,3377
4489,-11096,6979,-672,-332,159,6250,9581,3439
4577,-10945,7329,-730,-367,155,6464,10014,3291
4755,-10862,7724,-800,-402,158,6797,10748,3078
5167,-10919,8042,-852,-443,157,6882,11188,3213
3047,-11193,15468,-329,-356,-88,8414,9954,10644
2728,-10943,15987,-284,-318,-125,8336,9741,10651
3806,-746,1007,159,591,58,3246,105,-2470
