0.492392776,0.316751723,0.28836539,-0.013962467,0.007662246,0.002384058,0.410639308,-0.471246416,-0.026079072,0.102408612,0.285031212,0.043801834,0.007200688,0.006569461,0.002220776,0.133794075,0.243153312,0.107947074,0.525103582,0.430208321,0.275523193,-0.013711867,0.009704116,0.002214625,0.38795728,-0.558802257,-0.053963244,0.010487524,0.081242792,0.001918601,5.18E-05,4.32E-05,4.93E-06,0.017900855,0.059123533,0.011652571
0.521115307,-0.262505504,0.309514333,-0.023253725,-0.00079929,0.001216851,0.549357046,0.057104086,0.252268835,0.105115071,0.227103419,0.042750862,0.010002358,0.008609148,0.005212031,0.108831933,0.269632568,0.212823623,0.560822744,-0.296357047,0.297606511,-0.019606063,-0.0024867,0.000304493,0.588993167,0.126174259,0.29229066,0.011049178,0.051575963,0.001827636,0.000100047,7.41E-05,2.72E-05,0.01184439,0.072701721,0.045293895
0.513534275,0.338675772,0.282047175,-0.021164518,0.002149024,-0.001849835,0.428995137,-0.514877884,-0.012095063,0.082734209,0.196351319,0.042147173,0.013925769,0.007725335,0.004982087,0.127377615,0.158312383,0.059589088,0.468069122,0.442855649,0.279428693,-0.013936039,0.003392525,-0.000924666,0.356921114,-0.602869487,-0.030538763,0.006844949,0.038553841,0.001776384,0.000193927,5.97E-05,2.48E-05,0.016225057,0.025062811,0.003550859
0.469388756,-0.325275707,0.294946361,-0.026634129,-0.001495439,-0.007073447,0.521404893,0.110099435,0.305669766,0.162503109,0.240787841,0.078301235,0.011676313,0.006509549,0.003373929,0.113851694,0.248754619,0.207720157,0.509716855,-0.432813095,0.269194808,-0.025953926,-0.000696897,-0.005897428,0.520305382,0.203366162,0.41060053,0.026407261,0.057978784,0.006131083,0.000136336,4.24E-05,1.14E-05,0.012962208,0.06187886,0.043147663
0.474614431,0.271115125,0.305422654,-0.009056101,-0.008559344,-0.002811194,0.423496081,-0.453133241,0.015250619,0.125218612,0.310550527,0.053278359,0.007558257,0.006683705,0.004387305,0.13767758,0.26421217,0.137971594,0.473113299,0.360108911,0.295305997,-0.010474432,-0.008997268,-0.00192121,0.413196716,-0.580519591,-0.020143138,0.015679701,0.09644163,0.002838584,5.71E-05,4.47E-05,1.92E-05,0.018955116,0.069808071,0.019036161
0.545222065,-0.142822058,0.244832352,-0.019900253,-0.005216471,0.000879054,0.567552864,-0.010410692,0.18867527,0.105201711,0.32985927,0.047797216,0.00368965,0.007335709,0.004599696,0.116710024,0.295357309,0.202583357,0.605649844,-0.277346464,0.238812959,-0.020824933,-0.000557298,0.002231512,0.571825036,0.080045571,0.241619038,0.0110674,0.108807138,0.002284574,1.36E-05,5.38E-05,2.12E-05,0.01362123,0.08723594,0.041040016
0.562705059,0.066136534,0.189880848,-0.023937578,-0.001764927,0.009289465,0.497933634,-0.288638805,0.055323896,0.08873598,0.35810626,0.076914772,0.008099647,0.007488608,0.007412997,0.121976536,0.336104564,0.194703842,0.563897121,0.086983993,0.180296049,-0.023085176,0.000806014,0.007846642,0.522184829,-0.414103813,-0.014466449,0.007874074,0.128240094,0.005915882,6.56E-05,5.61E-05,5.50E-05,0.014878275,0.112966278,0.037909586
0.548563984,0.132461749,0.182400833,-0.017698574,-0.007560782,-0.002837628,0.465418734,-0.300128671,0.000435064,0.12557106,0.359822574,0.046909889,0.011827184,0.009465786,0.00437972,0.123632949,0.358965947,0.222170378,0.497792691,0.245005368,0.173041881,-0.018249943,-0.007114385,-0.003093211,0.459816235,-0.481402344,-0.106989919,0.015768091,0.129472285,0.002200538,0.000139882,8.96E-05,1.92E-05,0.015285106,0.128856551,0.049359677
0.512164469,-0.248433516,0.248350132,-0.025486607,-0.001961317,-0.002559013,0.52222654,0.027357907,0.201118549,0.122170039,0.330450921,0.072842538,0.011810832,0.008143885,0.003645303,0.104573295,0.34283631,0.203941482,0.545817211,-0.420297503,0.269661985,-0.018862731,-0.000365582,-0.00160663,0.560568479,0.172378629,0.203773051,0.014925518,0.109197811,0.005306035,0.000139496,6.63E-05,1.33E-05,0.010935574,0.117536735,0.041592128
0.507163808,0.329870953,0.234117063,-0.015932564,-0.004776705,-0.003054441,0.41851043,-0.470798241,-0.020109688,0.105395109,0.266725584,0.050173514,0.010083206,0.008451179,0.002799806,0.154953715,0.24877786,0.10400391,0.460881598,0.422953928,0.235931336,-0.011595364,-0.002546777,-0.001902134,0.439983331,-0.562520549,-0.049314399,0.011108129,0.071142537,0.002517382,0.000101671,7.14E-05,7.84E-06,0.024010654,0.061890423,0.010816813
0.516687268,-0.318747704,0.258736384,-0.027956673,-0.005013942,0.002728096,0.532175826,0.121196604,0.261982602,0.113270928,0.263957492,0.04716015,0.00568897,0.009007989,0.007036955,0.106705018,0.264281802,0.176122356,0.528016088,-0.446644315,0.250423156,-0.029112985,-0.000985865,-0.000132143,0.540771707,0.213736364,0.301152993,0.012830303,0.069673557,0.00222408,3.24E-05,8.11E-05,4.95E-05,0.011385961,0.069844871,0.031019084
0.497155321,0.36611367,0.214557882,-0.009862047,-0.004585819,0.003034386,0.419979303,-0.513973414,-0.072676635,0.126017824,0.211516607,0.059167555,0.008548159,0.00720612,0.005114617,0.121028143,0.197568411,0.094068019,0.467325366,0.450936908,0.203439419,-0.006262166,-0.001279421,0.001867644,0.376230392,-0.612888404,-0.092974013,0.015880492,0.044739275,0.0035008,7.31E-05,5.19E-05,2.62E-05,0.014647811,0.039033277,0.008848792
0.551213995,-0.291825955,0.210264885,-0.029882449,-0.004236885,-0.002555977,0.547617803,0.115105963,0.233560571,0.113531636,0.278797437,0.053054883,0.011485594,0.010974508,0.003126119,0.084115899,0.273222302,0.150885679,0.528531824,-0.454257329,0.202640672,-0.036276977,-0.001911913,-0.003429167,0.558156288,0.262434819,0.289181852,0.012889432,0.077728011,0.002814821,0.000131919,0.00012044,9.77E-06,0.007075485,0.074650426,0.022766488
0.562027292,0.266461829,0.171837235,-0.016682911,0.001183295,-0.000727139,0.442292296,-0.461286463,-0.042432782,0.080011598,0.285776442,0.055479706,0.014409195,0.003286148,0.003189547,0.132760322,0.228313566,0.109443607,0.582276307,0.408149983,0.185491924,-0.016458804,0.001316859,-0.001314771,0.425288748,-0.52611041,-0.077596219,0.006401856,0.081668175,0.003077998,0.000207625,1.08E-05,1.02E-05,0.017625303,0.052127084,0.011977903
