-10808,-9852,-12,-1634,20,2393,9532,11756,-2592
-10808,-9852,-12,-1634,20,2393,9532,11756,-2592
-10840,-9884,-40,-1586,-300,2699,10580,11732,-2580
-11028,-9760,-156,-1583,-473,2866,10768,11668,-2772
-11028,-9760,-156,-1583,-473,2866,10768,11668,-2772
-11324,-9956,-24,-1608,-638,3225,9708,11888,-2244
-11324,-9956,-24,-1608,-638,3225,9708,11888,-2244
-11512,-10164,-264,-1707,-673,3283,9528,11156,-1664
-11512,-10164,-264,-1707,-673,3283,9528,11156,-1664
-11340,-10100,-212,-1776,-703,3129,10456,10644,-776
-11376,-10168,-428,-1824,-739,3025,10480,10592,-660
-11376,-10168,-428,-1824,-739,3025,10480,10592,-660
-10968,-10196,-544,-1838,-743,2636,10052,10244,-1480
-10968,-10196,-544,-1838,-743,2636,10052,10244,-1480
-10724,-10320,-736,-1908,-464,2037,9880,11312,-2780
-10724,-10320,-736,-1908,-464,2037,9880,11312,-2780
-10964,-10320,-796,-1801,-404,1645,11416,12908,-3556
-11020,-10484,-960,-1726,-397,1607,11388,13012,-3548
-11148,-10504,-956,-1670,-447,1616,11040,13068,-3656
-11228,-10540,-1000,-1611,-411,1568,10748,12484,-3388
-11472,-10676,-1168,-1547,-425,1533,10784,12088,-2812
-11528,-10804,-1120,-1562,-377,1491,10560,11716,-2376
-11488,-11072,-1188,-1577,-286,1465,9824,10888,-2128
-11364,-11228,-1028,-1623,-167,1464,9368,10708,-2016
-11188,-11140,-1036,-1625,-61,1394,9272,10444,-2064
-11188,-11140,-1036,-1625,-61,1394,9272,10444,-2064
-10796,-11372,-1000,-1595,79,1146,9244,9996,-2256
-10580,-11500,-812,-1589,104,937,9056,10552,-2664
-10676,-11684,-1016,-1506,62,723,9076,11064,-3056
-10720,-11728,-892,-1424,26,583,9844,11644,-3480
-10992,-11876,-920,-1301,75,484,10472,12312,-4048
-11216,-11944,-704,-1146,164,457,10352,13276,-4548
-11628,-12120,-824,-1067,296,432,10500,13620,-4884
-11644,-12316,-616,-1004,386,437,10804,13272,-5100
-11960,-12540,-444,-960,689,423,10844,12972,-4988
-11948,-12616,-404,-916,803,405,10556,12628,-4412
-11876,-12792,-372,-900,898,458,10344,12052,-3668
-11768,-12880,-196,-895,1003,540,9988,11716,-3348
-11524,-13044,-176,-889,1133,526,9616,11360,-2780
-11460,-13136,-192,-831,1247,412,9116,11156,-2280
-11176,-13344,-52,-809,1172,331,9196,11148,-2128
-11148,-13512,72,-748,1120,218,9488,11136,-1984
-10956,-13716,4,-735,992,89,9160,11428,-2388
-10812,-13792,160,-741,837,-22,8956,11576,-2884
-10704,-13908,212,-686,755,-132,9532,11908,-3616
-10660,-14084,192,-696,539,-110,10468,12720,-4136
-10548,-14076,124,-679,400,-76,10748,12840,-4592
-10696,-14264,68,-642,272,80,10604,12856,-4636
-10812,-14248,220,-626,191,315,10508,12824,-4308
-10832,-14400,204,-592,223,594,10424,12216,-3904
-10828,-14420,344,-567,187,897,9912,11788,-3352
-10836,-14500,288,-577,209,1092,9440,11476,-2952
-10912,-14584,508,-612,192,1233,9188,11220,-2276
-10820,-14712,540,-641,182,1334,8704,11092,-1968
-10648,-14660,588,-693,146,1411,8600,11120,-1688
-10400,-14500,444,-751,62,1463,8716,10896,-1960
-10508,-14416,544,-791,-18,1429,9056,11448,-2320
-10424,-14240,472,-841,-199,1416,9404,11408,-3036
-10336,-14040,416,-877,-302,1370,9924,11756,-3628
-10548,-13820,292,-861,-366,1371,9840,12036,-3720
-10704,-13664,172,-902,-372,1442,9592,12508,-4188
-10704,-13664,172,-902,-372,1442,9592,12508,-4188
-10956,-13412,316,-943,-262,1697,9656,12616,-4616
-11264,-13360,348,-955,-275,1833,9812,12364,-4560
-11264,-13360,348,-955,-275,1833,9812,12364,-4560
-11580,-13224,392,-971,-315,2160,9236,11928,-4088
-11696,-13120,300,-1026,-295,2247,9276,11724,-3688
-11660,-13040,452,-1015,-275,2306,8824,11676,-3288
-11624,-12936,356,-1023,-316,2377,8680,11308,-3188
-11624,-12936,356,-1023,-316,2377,8680,11308,-3188
-11268,-12484,108,-1015,-235,2413,9080,11648,-3588
-11240,-12480,-64,-984,-189,2400,9388,11764,-3812
-11296,-12360,-272,-979,-163,2423,9200,11940,-4240
-11244,-12284,-244,-1009,-117,2453,9028,11904,-4400
-11244,-12284,-244,-1009,-117,2453,9028,11904,-4400
-11332,-12192,-280,-1011,-91,2525,9384,12200,-4716
-11544,-11980,-300,-966,-166,2610,9504,12304,-4880
-11744,-11980,-452,-898,-218,2703,9356,12152,-4608
-11744,-11980,-452,-898,-218,2703,9356,12152,-4608
-11876,-11916,-564,-875,-194,3016,9304,11696,-4340
-12100,-11748,-368,-855,-144,3106,9512,11488,-3868
-12116,-11668,-392,-811,-112,3220,9268,11480,-3756
-12116,-11668,-392,-811,-112,3220,9268,11480,-3756
-12176,-11540,-264,-793,-94,3393,9064,11432,-3324
-12168,-11440,-520,-748,-106,3471,9228,11496,-3048
-12128,-11232,-488,-732,-114,3545,9136,11532,-3060
-12264,-11080,-448,-733,-168,3594,9464,11564,-2936
-12264,-11080,-448,-733,-168,3594,9464,11564,-2936
-12156,-10904,-528,-779,-363,3681,9884,11956,-3172
-12144,-10780,-656,-823,-406,3706,10020,12084,-3176
-12168,-10740,-624,-833,-497,3732,10236,12096,-3064
-12264,-10648,-732,-847,-579,3811,10404,11856,-2980
-12268,-10508,-832,-886,-607,3887,10264,11764,-2896
-12248,-10448,-824,-899,-600,3963,10308,11652,-2536
-12168,-10384,-760,-935,-586,3999,9968,11628,-2588
-12020,-10200,-748,-956,-553,4042,9932,11516,-2532
-11992,-10212,-556,-963,-510,4016,10068,11588,-2356
-11920,-10024,-448,-1008,-438,3994,9816,11708,-2504
-11848,-10020,-724,-989,-382,3961,9856,11732,-2496
-11736,-9912,-656,-997,-360,3919,10080,11752,-2748
-11672,-9840,-548,-980,-348,3886,10804,11792,-3016
-11692,-9808,-552,-982,-440,3882,11304,11992,-2668
-11604,-9760,-400,-983,-352,3807,11356,11792,-2720
-11552,-9616,-248,-954,-383,3783,10932,12028,-1956
-11628,-9552,-136,-1004,-388,3755,10112,12232,-2264
-11524,-9476,-112,-1003,-335,3742,9524,12212,-2496
-11424,-9428,-28,-1036,-397,3741,9792,11716,-2924
-11268,-9396,12,-1076,-353,3718,10540,11472,-3284
-11168,-9876,184,-1098,-404,3580,11560,11840,-2508
-10900,-10360,292,-1139,-536,3322,12028,12332,-1160
-10704,-11028,4,-1108,-800,3050,12480,12252,812
-10384,-11820,-12,-1032,-953,2777,11704,11796,1888
-9652,-13100,-52,-940,-1041,2542,11900,11112,3004
-8784,-13972,-188,-884,-949,2262,12372,11052,4104
-8372,-14240,-276,-855,-1000,1856,13368,11232,5768
-7952,-14592,-416,-898,-1197,1273,13304,10268,6632
-7880,-14780,-344,-936,-1503,693,12840,9232,6356
-7680,-14900,-368,-1012,-1723,149,12196,8316,5324
-7372,-15200,-228,-1183,-1730,-280,12624,7528,4424
-7044,-15116,-348,-1352,-1687,-1060,12440,7812,2484
-6844,-14800,-420,-1543,-1557,-1844,12124,7964,1104
-6508,-14452,-556,-1845,-1828,-2391,11704,9676,-812
-6200,-14084,-1012,-2075,-1653,-3425,7732,8916,-2104
-5828,-14052,-776,-2397,-1674,-4579,8416,10724,-3244
-5412,-13912,-764,-2627,-1419,-5850,8564,12176,-6272
