jumping,-31564,-21740,7172,-1850,-1137,-1186,23380,32767,-2736
jumping,-31564,-21740,7172,-1850,-1137,-1186,23380,32767,-2736
jumping,-30360,-22256,8660,-1474,-903,-1106,17580,29080,6912
jumping,-30360,-22256,8660,-1474,-903,-1106,17580,29080,6912
jumping,-28068,-19600,8264,-951,1728,648,10236,19212,3588
jumping,-28068,-19600,8264,-951,1728,648,10236,19212,3588
jumping,-23460,-14212,6444,-859,1256,3562,10780,21768,5260
jumping,-23460,-14212,6444,-859,1256,3562,10780,21768,5260
jumping,-18568,-10196,5296,-1366,1833,1552,12300,21820,12156
jumping,-16580,-9388,4956,-1583,1840,1465,9536,19748,11604
jumping,-16580,-9388,4956,-1583,1840,1465,9536,19748,11604
jumping,-14452,-9372,5360,-1065,2907,3756,10544,18928,-144
jumping,-13900,-9800,5700,-849,4135,4917,22400,13040,-1640
jumping,-13052,-10296,5540,-460,4684,5728,24288,13984,-2132
jumping,-12052,-10720,4828,-102,5010,6641,20040,16248,-2120
jumping,-10276,-10548,3844,78,5233,6754,15712,17128,-656
jumping,-8496,-10256,2368,314,5920,7312,11848,12868,-744
jumping,-6176,-9508,936,615,5998,7516,10260,9360,4348
jumping,-4264,-8308,-444,1292,7439,6717,4828,6752,6252
jumping,-1228,-8104,-1084,1236,8752,5980,-956,5052,8492
jumping,1356,-6648,-2144,1575,8357,6146,-3496,2784,9896
jumping,4156,-5008,-2292,1174,7065,6241,-7276,-3244,-212
jumping,5476,-2600,-3028,1127,5202,5441,-3796,-1992,1596
jumping,6536,-1744,-3232,1551,4742,5122,-3512,-4204,4180
jumping,6460,-1340,-3032,1652,3438,5183,-3572,-5272,1308
jumping,6460,-1340,-3032,1652,3438,5183,-3572,-5272,1308
jumping,4832,-240,-1404,1641,-52,3838,-2696,-7588,-3676
jumping,3256,64,-920,1350,-125,3197,-3684,-6876,-4792
jumping,3256,64,-920,1350,-125,3197,-3684,-6876,-4792
jumping,1244,44,-4,930,1694,695,-3128,-1684,-7996
jumping,324,-36,108,525,1397,1281,-1968,-2032,-9364
jumping,-392,116,124,-846,-811,1259,1276,-4044,-6068
jumping,-1084,168,-312,-1034,-2514,-297,4496,-3004,-6532
jumping,-464,172,-544,-1147,-1439,-455,5748,-1556,-3092
jumping,-136,1180,-1040,-972,-2304,-983,3148,-2204,-3904
jumping,860,-8,-1796,-277,-2454,-1447,2084,-1644,-1152
jumping,280,-1792,-2480,292,-1563,-1660,640,-1288,-660
jumping,624,-1932,-3228,731,-98,-1312,636,1292,560
jumping,656,-2004,-2600,814,990,-1368,-680,3644,752
jumping,-1968,-4344,-2556,735,1722,-1326,-1580,4472,1304
jumping,-4380,-4364,-1076,372,2850,-1104,-1304,5972,2944
jumping,-6740,-7124,-448,-133,4097,-863,720,7268,3824
jumping,-8680,-7924,-120,-580,4266,-507,2848,9556,3104
jumping,-10012,-8648,-600,-1279,4756,-306,6976,14124,3300
jumping,-11688,-8712,-252,-1796,4426,-352,10768,18316,1988
jumping,-13356,-9164,-20,-3099,3073,445,16340,24304,2712
jumping,-14616,-9732,1480,-5738,-1173,813,19936,24420,5004
