window,22724,-30312,11648,29,-2436,3308,10928,11944,-1728
window,22724,-30312,11648,29,-2436,3308,10928,11944,-1728
window,24040,-28068,10644,171,-2063,2265,10848,11432,-912
window,24040,-28068,10644,171,-2063,2265,10848,11432,-912
window,26912,-24360,8984,-315,-1829,1297,10636,10968,-796
window,26912,-24360,8984,-315,-1829,1297,10636,10968,-796
window,25800,-20256,9124,-784,-732,-334,10344,11308,-1000
window,24384,-19172,9424,-803,-45,-1171,10408,11600,-1660
window,24384,-19172,9424,-803,-45,-1171,10408,11600,-1660
window,23096,-20524,11696,-263,853,-2035,10292,11732,-1916
window,23580,-20400,13256,52,1383,-2224,10048,11672,-2064
window,25428,-20104,15740,44,1858,-2326,10332,11996,-1320
window,27044,-21844,18652,-69,2465,-2336,10292,11676,-1272
window,27064,-22696,20780,-202,2727,-2363,10780,12132,-128
window,26248,-21568,21916,-401,2697,-2255,10780,11640,68
window,24192,-23048,21020,-520,2206,-2165,11136,11276,624
window,23228,-21036,20072,-610,1310,-1861,10848,10960,828
window,22940,-20260,18560,-542,684,-1367,11188,10656,1064
window,23992,-18364,18876,-644,179,-831,11176,10392,668
window,24872,-16608,20900,-823,-463,-215,10916,10580,64
window,26060,-17392,22148,-1023,-1133,472,10612,10992,-260
window,24056,-17424,23336,-1151,-1578,1226,10396,11364,-604
window,21280,-16192,23684,-1154,-2014,1881,10260,11688,-724
window,18636,-14768,23256,-1257,-2315,2348,10208,11592,-684
window,16728,-13992,22088,-1362,-2450,2506,10180,11456,-912
window,15732,-13528,20728,-1450,-2016,2582,10332,11356,-984
window,14916,-14092,19348,-1495,-1375,2744,10328,11476,-920
window,14372,-13024,20656,-1545,-591,2990,10444,11476,-1200
window,14480,-11420,22316,-1665,319,3362,10600,11436,-1116
window,14716,-12580,24084,-1832,913,3761,10688,11292,-1356
window,13404,-12212,26728,-1821,1459,4164,10764,11204,-1760
window,11004,-10824,28876,-1708,1777,4514,10400,11300,-1956
window,9212,-9468,29664,-1533,1793,4717,10172,11300,-2232
window,8136,-5948,28292,-1430,1673,4849,10116,11396,-2392
window,7420,-3228,27336,-1378,1402,4924,9888,11584,-2508
window,6988,-2228,26472,-1380,1065,4806,10072,11580,-2832
window,6348,-1864,25716,-1345,547,4293,10196,11540,-2544
window,5876,-992,23672,-1299,32,3682,10316,11396,-2328
window,6564,136,22368,-1207,-239,2452,10660,11432,-1764
window,6276,612,21848,-1101,940,359,10692,11220,-1616
window,7028,-48,21124,-986,322,-81,10856,10940,-1316
window,8288,-1628,21040,-769,76,-1711,10924,10884,-1144
window,7908,-1268,20064,-113,1118,-3180,11116,11024,-1088
window,7304,-532,20044,22,1622,-4665,11252,11084,-744
