wavehands,15748,-352,5504,-51,2025,-9306,13524,10724,-68
wavehands,15608,-428,5528,2918,1951,-11220,13524,11096,-132
wavehands,15064,-444,5692,-313,-333,0,13192,10956,-184
wavehands,15064,-444,5692,-313,-333,0,13192,10956,-184
wavehands,14028,1400,7556,26,281,-1419,11792,11012,-160
wavehands,14028,1400,7556,26,281,-1419,11792,11012,-160
wavehands,12064,2756,8916,70,661,-1236,13232,10348,496
wavehands,12064,2756,8916,70,661,-1236,13232,10348,496
wavehands,10952,3860,10200,-268,773,-1021,12496,10024,516
wavehands,10952,3860,10200,-268,773,-1021,12496,10024,516
wavehands,10216,4600,9060,-450,762,-928,11188,10148,576
wavehands,10216,4600,9060,-450,762,-928,11188,10148,576
wavehands,10176,4844,6116,-717,437,-809,11588,9548,660
wavehands,10176,4844,6116,-717,437,-809,11588,9548,660
wavehands,10516,6216,7044,-687,700,-750,11896,9612,148
wavehands,10448,5868,7620,-666,680,-600,12100,9944,-52
wavehands,10448,5868,7620,-666,680,-600,12100,9944,-52
wavehands,9436,6256,8276,-739,552,-481,12368,10432,-628
wavehands,9436,6256,8276,-739,552,-481,12368,10432,-628
wavehands,7808,6696,7492,-609,607,-242,12652,10860,-952
wavehands,7808,6696,7492,-609,607,-242,12652,10860,-952
wavehands,7396,7000,7292,-535,807,73,12000,9996,-268
wavehands,7396,7000,7292,-535,807,73,12000,9996,-268
wavehands,6704,8768,7884,-696,957,494,10828,9920,136
wavehands,6772,11008,8720,-748,1080,671,10516,10188,612
wavehands,6772,11008,8720,-748,1080,671,10516,10188,612
wavehands,5920,10928,9868,-1029,1223,905,9436,9640,1060
wavehands,5528,11320,9816,-1121,1156,934,9748,9688,1304
wavehands,5528,11320,9816,-1121,1156,934,9748,9688,1304
wavehands,5744,12816,9004,-1329,1137,830,10980,8508,1584
wavehands,5100,14156,9128,-1424,963,807,11608,8624,1864
wavehands,5100,14156,9128,-1424,963,807,11608,8624,1864
wavehands,4704,15188,8388,-1408,838,934,11920,9000,1368
wavehands,4636,15776,7816,-1406,789,1045,11868,9644,1264
wavehands,5064,15892,8592,-1421,715,1199,11900,10284,1096
wavehands,5064,15892,8592,-1421,715,1199,11900,10284,1096
wavehands,5884,17036,9948,-1445,480,1727,12756,10044,1224
wavehands,5832,17776,10404,-1529,51,1907,13660,9528,1744
wavehands,5832,17776,10404,-1529,51,1907,13660,9528,1744
wavehands,5908,18452,10308,-1591,74,2031,13464,8912,3268
wavehands,5440,19108,10448,-1504,161,1910,12608,9056,3288
wavehands,5440,19108,10448,-1504,161,1910,12608,9056,3288
wavehands,5048,19940,10740,-1609,-206,2073,10756,9936,2716
wavehands,5048,19940,10740,-1609,-206,2073,10756,9936,2716
wavehands,4540,20060,11772,-1569,-109,1930,10912,9652,2236
wavehands,4540,20060,11772,-1569,-109,1930,10912,9652,2236
wavehands,4568,20564,12316,-1477,45,1767,10800,9688,2276
wavehands,4568,20564,12316,-1477,45,1767,10800,9688,2276
wavehands,4660,21012,10836,-1582,-303,1810,10524,9500,2280
wavehands,4660,21012,10836,-1582,-303,1810,10524,9500,2280
wavehands,4944,20252,9584,-1437,-347,1798,11160,9336,2060
wavehands,4944,20252,9584,-1437,-347,1798,11160,9336,2060
wavehands,5376,18616,9172,-1277,-337,1935,12116,8916,2280
wavehands,5668,17844,8864,-1216,-400,1841,12268,8732,2312
wavehands,5668,17844,8864,-1216,-400,1841,12268,8732,2312
wavehands,6272,16736,8576,-1049,-380,1839,12360,8892,2504
wavehands,6576,16236,8292,-980,-176,1818,12888,9260,2980
wavehands,6576,16236,8292,-980,-176,1818,12888,9260,2980
wavehands,6772,15264,7992,-999,11,1699,13752,9344,2896
wavehands,6772,15264,7992,-999,11,1699,13752,9344,2896
wavehands,6716,14100,8184,-1031,47,1672,13792,9448,2764
wavehands,6716,14100,8184,-1031,47,1672,13792,9448,2764
wavehands,6936,12388,7720,-1015,48,1815,13268,9732,2368
wavehands,7196,11632,7468,-1022,191,1716,13824,9576,2596
wavehands,7196,11632,7468,-1022,191,1716,13824,9576,2596
wavehands,7600,9476,6984,-975,241,1813,12796,8888,2620
wavehands,7600,9476,6984,-975,241,1813,12796,8888,2620
wavehands,8220,7736,7556,-928,401,1930,12648,9040,3400
wavehands,8220,7736,7556,-928,401,1930,12648,9040,3400
