frontback,-8200,-13288,4204,-1092,-8,1633,11592,9568,3424
frontback,-8200,-13288,4204,-1092,-8,1633,11592,9568,3424
frontback,-8316,-13108,4224,-1106,-39,1638,11512,9900,3352
frontback,-8316,-13108,4224,-1106,-39,1638,11512,9900,3352
frontback,-8228,-13040,4176,-1106,-73,1661,11600,10000,3208
frontback,-8228,-13040,4176,-1106,-73,1661,11600,10000,3208
frontback,-8396,-13132,4448,-1106,-25,1679,11472,9976,3308
frontback,-8440,-13160,4404,-1091,15,1684,11520,9868,3268
frontback,-8440,-13160,4404,-1091,15,1684,11520,9868,3268
frontback,-8356,-13136,4372,-1065,39,1673,11540,9956,3428
frontback,-8356,-13136,4372,-1065,39,1673,11540,9956,3428
frontback,-8416,-13104,4424,-1051,37,1637,11508,9772,3464
frontback,-8380,-12968,4432,-1073,96,1605,11508,9792,3404
frontback,-8380,-12968,4432,-1073,96,1605,11508,9792,3404
frontback,-8452,-13180,4416,-1082,231,1568,11832,9976,3500
frontback,-8436,-13168,4600,-1084,280,1509,11648,9968,3456
frontback,-8436,-13168,4600,-1084,280,1509,11648,9968,3456
frontback,-8468,-13196,4724,-1087,254,1525,11728,9952,3148
frontback,-8468,-13196,4724,-1087,254,1525,11728,9952,3148
frontback,-8400,-13132,4656,-1041,271,1551,11672,9860,3388
frontback,-8412,-12980,4688,-1027,326,1535,11776,9900,3436
frontback,-8412,-12980,4688,-1027,326,1535,11776,9900,3436
frontback,-8444,-12936,4748,-1047,426,1489,11824,9732,3696
frontback,-8460,-12876,4720,-1050,411,1470,11772,9704,3948
frontback,-8460,-12876,4720,-1050,411,1470,11772,9704,3948
frontback,-8480,-12760,4784,-1070,360,1471,11492,9916,3852
frontback,-8464,-12708,4836,-1045,324,1473,11580,9856,3888
frontback,-8464,-12708,4836,-1045,324,1473,11580,9856,3888
frontback,-8500,-12800,4812,-1042,327,1477,11584,9648,3908
frontback,-8340,-12892,4696,-1025,348,1475,11820,9828,3748
frontback,-8340,-12892,4696,-1025,348,1475,11820,9828,3748
frontback,-8480,-12948,4732,-1059,293,1466,11676,10164,3424
frontback,-8480,-12948,4732,-1059,293,1466,11676,10164,3424
frontback,-8576,-12944,4668,-1077,331,1462,11484,9776,3380
frontback,-8484,-13032,4784,-1098,319,1446,11508,9744,3728
frontback,-8484,-13032,4784,-1098,319,1446,11508,9744,3728
frontback,-8456,-13044,4740,-1072,324,1379,11552,9880,3712
frontback,-8460,-13108,4764,-1032,320,1401,11652,10104,3552
frontback,-8460,-13108,4764,-1032,320,1401,11652,10104,3552
frontback,-8532,-13188,4748,-1019,244,1407,11468,10004,3648
frontback,-8532,-13188,4748,-1019,244,1407,11468,10004,3648
frontback,-8528,-13048,4680,-986,223,1416,11360,9864,3724
frontback,-8528,-13048,4680,-986,223,1416,11360,9864,3724
frontback,-8556,-12956,4612,-1018,245,1418,11424,9800,3708
frontback,-8556,-12956,4612,-1018,245,1418,11424,9800,3708
frontback,-8484,-12948,4512,-1059,242,1398,11648,9664,3560
frontback,-8484,-12948,4512,-1059,242,1398,11648,9664,3560
frontback,-8576,-12972,4476,-1052,162,1449,11548,9764,3704
frontback,-8576,-12972,4476,-1052,162,1449,11548,9764,3704
frontback,-8528,-12968,4416,-1075,180,1450,11824,9832,3548
frontback,-8528,-12968,4416,-1075,180,1450,11824,9832,3548
